txn_id,event_time,settlement_time,amount,currency,status,country,mcc,card_number,merchant_id,auth_code,settlement_date
TXN00000104,2026-01-02 16:58:03.423687,2026-01-05 02:58:03.423687,989.75,JPY,SETTLED,GB,5999,4111118655431134,MERCH1284,AUTH649073,2026-01-05
TXN00000105,2026-01-02 17:22:09.423687,2026-01-02 23:22:09.423687,19.36,EUR,PENDING,AU,5411,4111111283610294,MERCH8390,AUTH122802,
TXN00000106,2026-01-02 17:39:24.423687,2026-01-04 23:39:24.423687,21.14,JPY,SETTLED,US,7011,4111113874244395,MERCH8841,AUTH539094,2026-01-04
TXN00000107,2026-01-02 17:35:10.423687,2026-01-03 00:35:10.423687,26.29,USD,PENDING,AU,5812,3782824091776904,MERCH5821,AUTH829902,
TXN00000108,2026-01-02 18:05:34.423687,2026-01-03 07:05:34.423687,1.23,GBP,SETTLED,US,5541,9999995548530589,MERCH3578,AUTH364404,2026-01-03
TXN00000109,2026-01-02 18:19:16.423687,2026-01-04 09:19:16.423687,38.06,JPY,PENDING,US,7011,4242421312139082,MERCH8641,AUTH498340,
TXN00000110,2026-01-02 16:34:55.423687,2026-01-05 09:34:55.423687,1.81,USD,SETTLED,DE,5411,5123455188370450,MERCH9479,AUTH818098,2026-01-05
TXN00000859,2026-01-02 17:53:59.423687,2026-01-04 20:53:59.423687,10.57,CAD,SETTLED,US,5541,5432106524583282,MERCH5443,AUTH365123,2026-01-04
TXN00000112,2026-01-02 17:06:02.423687,2026-01-04 18:06:02.423687,129.58,JPY,SETTLED,GB,7011,4111118417088979,MERCH4015,AUTH367191,2026-01-04
TXN00000113,2026-01-02 17:34:19.423687,2026-01-04 12:34:19.423687,6.67,EUR,SETTLED,GB,5541,3782829994141162,MERCH8381,AUTH306939,2026-01-04
TXN00000114,2026-01-02 18:11:06.423687,2026-01-04 18:11:06.423687,42.6,GBP,SETTLED,US,7011,5432109823752392,MERCH9400,AUTH282129,2026-01-04
TXN00000115,2026-01-02 17:52:46.423687,2026-01-04 14:52:46.423687,91.75,USD,SETTLED,US,5541,5432109918857700,MERCH8832,AUTH154603,2026-01-04
TXN00000116,2026-01-02 18:05:06.423687,2026-01-03 03:05:06.423687,30.51,EUR,SETTLED,GB,5411,4242422421778702,MERCH4107,AUTH980319,2026-01-03
TXN00000117,2026-01-02 16:58:37.423687,2026-01-04 11:58:37.423687,2.57,USD,SETTLED,GB,ABCD,3782825188098304,MERCH2805,AUTH144860,2026-01-04
TXN00000118,2026-01-02 17:41:03.423687,2026-01-03 17:41:03.423687,12.2,EUR,SETTLED,US,5812,5123455737133478,MERCH9819,AUTH548275,2026-01-03
TXN00000119,2026-01-02 17:32:49.423687,2026-01-03 09:32:49.423687,379.6,GBP,FAILED,AU,5411,5123455883834002,MERCH1541,AUTH476607,
TXN00000120,2026-01-02 16:51:00.423687,2026-01-02 20:51:00.423687,1.0,EUR,SETTLED,GB,5541,4111119252353499,MERCH4387,AUTH648935,2026-01-02
TXN00000121,2026-01-02 16:47:45.423687,2026-01-05 01:47:45.423687,13.28,USD,SETTLED,US,5812,4111113297047640,MERCH7486,AUTH605597,2026-01-05
TXN00000122,2026-01-02 17:40:00.423687,2026-01-04 20:40:00.423687,8.77,JPY,SETTLED,US,5411,4242429598774931,MERCH1778,AUTH997080,2026-01-04
TXN00000123,2026-01-02 17:27:27.423687,2026-01-05 10:27:27.423687,24.07,GBP,SETTLED,GB,5411,5123452763435184,MERCH3570,AUTH589959,2026-01-05
TXN00000124,2026-01-02 17:18:27.423687,2026-01-04 11:18:27.423687,61.7,USD,SETTLED,GB,5999,4242422146346013,MERCH1315,AUTH152447,2026-01-04
TXN00000125,2026-01-02 18:09:23.423687,2026-01-02 23:09:23.423687,224.31,JPY,SETTLED,CA,5812,4111113601390131,MERCH6436,AUTH296639,2026-01-02
TXN00000126,2026-01-02 17:29:44.423687,2026-01-03 20:29:44.423687,13.39,JPY,SETTLED,ZZ,5812,4111117748603838,MERCH9777,AUTH483980,2026-01-03
TXN00000127,2026-01-02 16:32:47.423687,2026-01-04 05:32:47.423687,67.93,EUR,SETTLED,US,5411,4111112488446448,MERCH6952,AUTH667043,2026-01-04
TXN00000128,2026-01-02 16:28:09.423687,2026-01-04 09:28:09.423687,42.5,USD,PENDING,CA,5812,5123452554032904,MERCH5172,AUTH914666,
TXN00000129,2026-01-02 16:45:09.423687,2026-01-04 05:45:09.423687,40.92,USD,SETTLED,GB,5999,5432105173220849,MERCH9609,AUTH320549,
TXN00000130,2026-01-02 17:29:04.423687,2026-01-03 13:29:04.423687,8.62,JPY,SETTLED,US,5411,4111118450854347,MERCH1673,AUTH508516,2026-01-03
TXN00000131,2026-01-02 16:53:08.423687,2026-01-04 09:53:08.423687,4.5,USD,SETTLED,US,5411,5123457573655181,MERCH1952,AUTH451977,2026-01-04
TXN00000132,2026-01-02 16:29:38.423687,2026-01-05 05:29:38.423687,3.86,USD,SETTLED,US,5411,4242429719258725,MERCH6116,AUTH297764,2026-01-05
TXN00000133,2026-01-02 17:01:46.423687,2026-01-04 16:01:46.423687,6.46,USD,PENDING,US,5541,5123451273845350,MERCH1336,AUTH979788,
TXN00000134,2026-01-02 18:15:50.423687,2026-01-03 23:15:50.423687,32.54,CAD,SETTLED,GB,7011,4242426832254216,MERCH9761,AUTH113367,2026-01-03
TXN00000135,2026-01-02 17:14:49.423687,2026-01-05 14:14:49.423687,62.89,USD,PENDING,GB,7011,5123458126997597,MERCH6975,AUTH533664,
TXN00000136,2026-01-02 18:00:17.423687,2026-01-02 23:00:17.423687,32.63,JPY,SETTLED,US,5812,5123459079777504,MERCH1114,AUTH324022,2026-01-02
TXN00000137,2026-01-02 17:03:53.423687,2026-01-05 06:03:53.423687,8.82,USD,FAILED,GB,5999,5432104950566568,MERCH3381,AUTH873467,
TXN00000138,2026-01-02 17:26:03.423687,2026-01-03 13:26:03.423687,301.56,JPY,SETTLED,GB,5812,5432107423868997,MERCH5356,AUTH898647,2026-01-03
TXN00000139,2026-01-02 17:53:21.423687,2026-01-03 20:53:21.423687,196.04,EUR,FAILED,CA,5999,4111119308789197,MERCH4007,AUTH752187,
TXN00000140,2026-01-02 17:24:09.423687,2026-01-04 12:24:09.423687,11.81,EUR,SETTLED,GB,5411,4111115273254252,MERCH7594,AUTH389547,2026-01-04
TXN00000141,2026-01-02 16:26:48.423687,2026-01-03 23:26:48.423687,5.84,USD,SETTLED,DE,7011,5432105238029236,MERCH2379,AUTH511252,2026-01-03
TXN00000142,2026-01-02 16:41:35.423687,2026-01-05 05:41:35.423687,24.42,EUR,SETTLED,GB,5812,5123455722883646,MERCH7099,,2026-01-05
TXN00000143,2026-01-02 17:51:05.423687,2026-01-05 17:51:05.423687,134.42,USD,SETTLED,CA,5999,7777777974924355,MERCH5510,,2026-01-05
TXN00000144,2026-01-02 16:35:18.423687,2026-01-03 21:35:18.423687,33.09,EUR,SETTLED,GB,5999,3782827553298197,MERCH7584,AUTH237905,2026-01-03
TXN00000145,2026-01-02 17:36:26.423687,2026-01-04 09:36:26.423687,46.29,GBP,SETTLED,US,7011,5123457446913692,MERCH2620,AUTH406414,2026-01-04
TXN00000146,2026-01-02 17:15:14.423687,2026-01-03 14:15:14.423687,14.61,EUR,SETTLED,US,5999,5123456369863660,MERCH2254,AUTH249154,2026-01-03
TXN00000147,2026-01-02 18:03:18.423687,2026-01-03 20:03:18.423687,39.82,GBP,SETTLED,US,5999,4242429547813735,MERCH7503,AUTH581304,2026-01-03
TXN00000148,2026-01-02 16:38:53.423687,2026-01-05 04:38:53.423687,203.73,JPY,SETTLED,US,5411,4242422879138993,MERCH2279,AUTH445057,2026-01-05
TXN00000149,2026-01-02 16:38:05.423687,2026-01-05 06:38:05.423687,14.02,USD,SETTLED,GB,5999,5432102090569824,MERCH6673,AUTH417361,2026-01-05
TXN00000150,2026-01-02 17:25:54.423687,2026-01-04 12:25:54.423687,24.9,USD,SETTLED,US,5541,4242421119840449,MERCH4266,AUTH232081,2026-01-04
TXN00000151,2026-01-02 16:27:56.423687,2026-01-05 05:27:56.423687,29.39,GBP,SETTLED,US,5999,5432107592470098,MERCH3998,AUTH184205,2026-01-05
TXN00000152,2026-01-02 18:15:24.423687,2026-01-05 04:15:24.423687,30.74,USD,SETTLED,US,5541,5123458051506822,MERCH1699,AUTH791928,2026-01-05
TXN00000153,2026-01-02 17:39:55.423687,2026-01-05 05:39:55.423687,2.42,GBP,PENDING,CA,5812,3782823268953082,MERCH4042,AUTH358212,
TXN00000154,2026-01-02 17:18:18.423687,2026-01-04 04:18:18.423687,1.2,JPY,SETTLED,GB,7011,4242423686620870,MERCH6080,AUTH342067,2026-01-04
TXN00000155,2026-01-02 16:36:47.423687,2026-01-05 00:36:47.423687,4.35,GBP,SETTLED,AU,5812,3782828770782554,MERCH5564,AUTH488316,2026-01-05
TXN00000156,2026-01-02 17:41:23.423687,2026-01-04 07:41:23.423687,25.84,CAD,SETTLED,CA,5812,3782824353108588,MERCH6809,AUTH453028,2026-01-04
TXN00000157,2026-01-02 18:01:32.423687,2026-01-03 05:01:32.423687,46.1,USD,PENDING,CA,5541,3782827700052095,MERCH6515,AUTH723654,
TXN00000158,2026-01-02 17:53:28.423687,2026-01-04 20:53:28.423687,9.06,GBP,SETTLED,AU,5999,4242422769067825,MERCH8166,AUTH200588,2026-01-04
TXN00000159,2026-01-02 17:21:57.423687,2026-01-05 05:21:57.423687,158.52,GBP,SETTLED,AU,5999,5123459297368279,MERCH2736,AUTH874918,2026-01-05
TXN00000160,2026-01-02 16:30:44.423687,2026-01-03 05:30:44.423687,16.2,USD,SETTLED,US,7011,4111117367158116,MERCH5597,,2026-01-03
TXN00000161,2026-01-02 17:10:47.423687,2026-01-04 11:10:47.423687,20.71,USD,SETTLED,GB,5999,5123458302964262,MERCH9951,AUTH985157,2026-01-04
TXN00000162,2026-01-02 17:02:36.423687,2026-01-04 18:02:36.423687,15.02,USD,SETTLED,GB,5541,4242422854735390,MERCH2131,AUTH185600,2026-01-04
TXN00000163,2026-01-02 17:31:16.423687,2026-01-05 13:31:16.423687,24.56,EUR,SETTLED,GB,5411,3782828224259460,MERCH8609,AUTH622029,
