txn_id,event_time,settlement_time,amount,currency,status,country,mcc,card_number,merchant_id,auth_code,settlement_date
TXN00000067,2026-01-04 15:42:08.370239,2026-01-05 03:42:08.370239,18.03,EUR,SETTLED,CA,7011,5432105416031878,MERCH3669,AUTH373791,2026-01-05
TXN00000068,2026-01-04 15:06:47.370239,2026-01-05 07:06:47.370239,90.5,EUR,SETTLED,CA,5541,4242424997866845,MERCH4511,AUTH283537,2026-01-05
TXN00000069,2026-01-04 16:20:00.370239,2026-01-05 10:20:00.370239,34.55,GBP,SETTLED,US,7011,5432108086527181,MERCH4626,AUTH526911,2026-01-05
TXN00000070,2026-01-04 15:52:35.370239,2026-01-05 08:52:35.370239,7.63,USD,SETTLED,DE,5411,5432104398953973,MERCH4688,AUTH630829,2026-01-05
TXN00000071,2026-01-04 15:51:12.370239,2026-01-05 03:51:12.370239,34.54,GBP,SETTLED,CA,7011,5123451590985753,MERCH4387,AUTH211636,2026-01-05
TXN00000072,2026-01-04 16:24:25.370239,2026-01-05 06:24:25.370239,20176.0,JPY,SETTLED,GB,5999,3782828858766173,MERCH5408,AUTH685766,2026-01-05
TXN00000073,2026-01-04 15:16:08.370239,2026-01-05 15:16:08.370239,19.03,USD,SETTLED,AU,5999,5123458325222092,MERCH7709,AUTH175902,2026-01-05
TXN00000074,2026-01-04 15:45:35.370239,2026-01-05 09:45:35.370239,209.97,USD,SETTLED,GB,5999,5123451340272119,MERCH9409,AUTH627611,2026-01-05
TXN00000075,2026-01-04 14:53:01.370239,2026-01-05 01:53:01.370239,1.0,CAD,SETTLED,AU,5541,5432102099184899,MERCH1328,AUTH408545,2026-01-05
TXN00000076,2026-01-04 16:02:57.370239,2026-01-05 04:02:57.370239,68.91,USD,SETTLED,CA,5999,5123454586139213,MERCH1145,AUTH456480,2026-01-05
TXN00000077,2026-01-04 14:36:15.370239,2026-01-05 13:36:15.370239,2289.0,JPY,SETTLED,US,5541,3782827561728644,MERCH8767,AUTH222692,2026-01-05
TXN00000078,2026-01-04 14:33:01.370239,2026-01-05 05:33:01.370239,12.83,USD,SETTLED,GB,5541,5123452237386857,MERCH3167,AUTH941945,2026-01-05
TXN00000079,2026-01-04 15:57:03.370239,2026-01-05 00:57:03.370239,23.05,USD,SETTLED,GB,7011,3782822293434554,MERCH3837,AUTH638220,2026-01-05
TXN00000080,2026-01-04 14:57:52.370239,2026-01-05 00:57:52.370239,102.0,JPY,SETTLED,GB,5411,5123451205082311,MERCH1138,AUTH370211,2026-01-05
TXN00000081,2026-01-04 16:12:18.370239,2026-01-05 01:12:18.370239,14.45,USD,SETTLED,AU,7011,3782822963288053,MERCH4666,AUTH664032,2026-01-05
TXN00000082,2026-01-04 15:06:16.370239,2026-01-04 23:06:16.370239,34.32,EUR,SETTLED,CA,7011,5123459182543558,MERCH5135,AUTH952646,2026-01-04
TXN00000083,2026-01-04 14:37:39.370239,2026-01-04 18:37:39.370239,184.35,USD,SETTLED,GB,5541,5123459660523876,MERCH6004,AUTH931928,2026-01-04
TXN00000084,2026-01-04 16:23:32.370239,2026-01-05 16:23:32.370239,9.23,EUR,SETTLED,GB,5541,4242425911625145,MERCH5511,AUTH702819,2026-01-05
TXN00000085,2026-01-04 14:58:33.370239,2026-01-04 21:58:33.370239,5.97,USD,SETTLED,US,5999,3782822843567009,MERCH7943,AUTH362292,2026-01-04
TXN00000086,2026-01-04 16:25:04.370239,2026-01-05 03:25:04.370239,9.46,USD,PENDING,US,5999,3782827935554354,MERCH7168,AUTH827912,
TXN00000087,2026-01-04 14:40:33.370239,2026-01-04 18:40:33.370239,79.29,CAD,PENDING,CA,7011,3782822789144223,MERCH6713,AUTH564276,
TXN00000088,2026-01-04 15:18:39.370239,2026-01-05 15:18:39.370239,32.89,USD,SETTLED,CA,5812,4111119957643727,MERCH8520,AUTH495397,2026-01-05
TXN00000089,2026-01-04 15:04:43.370239,2026-01-05 09:04:43.370239,9.07,EUR,SETTLED,DE,5812,5123459481076448,MERCH5128,AUTH690525,2026-01-05
TXN00000090,2026-01-04 15:28:40.370239,2026-01-05 14:28:40.370239,43.38,USD,SETTLED,US,5999,3782823380064537,MERCH4575,AUTH607122,2026-01-05
TXN00000091,2026-01-04 15:53:33.370239,2026-01-04 21:53:33.370239,23.23,GBP,SETTLED,DE,5812,4111113019214800,MERCH8646,AUTH907369,2026-01-04
TXN00000092,2026-01-04 16:20:39.370239,2026-01-04 23:20:39.370239,85.88,USD,SETTLED,AU,5999,4242428025152555,MERCH5950,AUTH355090,2026-01-04
TXN00000093,2026-01-04 15:16:34.370239,2026-01-04 22:16:34.370239,7.01,CAD,SETTLED,DE,5541,3782829508499533,MERCH9530,AUTH894268,2026-01-04
TXN00000094,2026-01-04 14:48:58.370239,2026-01-05 14:48:58.370239,12.29,USD,SETTLED,GB,7011,3782825364727160,MERCH7506,AUTH456160,2026-01-05
TXN00000095,2026-01-04 15:17:18.370239,2026-01-05 07:17:18.370239,11.15,USD,SETTLED,DE,5411,4111114386667704,MERCH2676,AUTH913274,2026-01-05
TXN00000096,2026-01-04 15:15:16.370239,2026-01-05 00:15:16.370239,2.24,USD,SETTLED,CA,7011,5123452480915452,MERCH1120,AUTH581137,2026-01-05
TXN00000097,2026-01-04 14:55:22.370239,2026-01-05 14:55:22.370239,31.32,USD,SETTLED,AU,5999,4242423698343112,MERCH9380,AUTH814703,2026-01-05
TXN00000098,2026-01-04 15:58:16.370239,2026-01-05 10:58:16.370239,29.71,EUR,SETTLED,GB,5999,3782822428156550,MERCH7131,AUTH583100,2026-01-05
TXN00000099,2026-01-04 15:03:13.370239,2026-01-05 08:03:13.370239,20.24,USD,PENDING,DE,7011,5123455485387618,MERCH5631,AUTH715332,
TXN00000100,2026-01-04 16:02:35.370239,2026-01-05 12:02:35.370239,14.13,GBP,SETTLED,AU,5999,4242427640078465,MERCH5890,AUTH128679,2026-01-05
TXN00000101,2026-01-04 16:00:05.370239,2026-01-05 02:00:05.370239,2.4,USD,SETTLED,AU,5812,5432108281641403,MERCH2771,AUTH605382,2026-01-05
TXN00000102,2026-01-04 15:55:14.370239,2026-01-04 19:55:14.370239,10.69,USD,SETTLED,GB,5812,5432103713284816,MERCH8892,AUTH221916,2026-01-04
TXN00000103,2026-01-04 14:36:30.370239,2026-01-04 21:36:30.370239,12.01,EUR,SETTLED,DE,5999,4242424485356009,MERCH2045,AUTH370343,2026-01-04
TXN00000104,2026-01-04 15:49:56.370239,2026-01-05 01:49:56.370239,6.03,GBP,SETTLED,AU,5999,4111119860949331,MERCH6509,AUTH170835,2026-01-05
TXN00000105,2026-01-04 15:53:27.370239,2026-01-04 23:53:27.370239,15.77,USD,SETTLED,AU,5812,4242422965718821,MERCH5529,AUTH501261,2026-01-04
TXN00000106,2026-01-04 14:50:07.370239,2026-01-05 02:50:07.370239,36.82,USD,SETTLED,US,5999,4242422260326267,MERCH6327,AUTH764442,2026-01-05
TXN00000107,2026-01-04 15:39:41.370239,2026-01-04 21:39:41.370239,340.11,USD,SETTLED,AU,5999,4111115474951950,MERCH5536,AUTH926965,2026-01-04
TXN00000108,2026-01-04 16:06:19.370239,2026-01-05 02:06:19.370239,26.1,GBP,SETTLED,US,7011,4111119303765140,MERCH5278,AUTH331087,2026-01-05
TXN00000109,2026-01-04 15:00:11.370239,2026-01-04 16:00:11.370239,29.56,EUR,SETTLED,DE,5411,5123457508522951,MERCH5895,AUTH809794,2026-01-04
TXN00000110,2026-01-04 14:49:04.370239,2026-01-05 13:49:04.370239,17.96,USD,SETTLED,DE,5812,5123457627266377,MERCH4086,AUTH835236,2026-01-05
TXN00000111,2026-01-04 15:29:52.370239,2026-01-05 09:29:52.370239,1.13,GBP,SETTLED,DE,7011,4111112087974350,MERCH3456,AUTH341099,2026-01-05
TXN00000112,2026-01-04 15:18:34.370239,2026-01-04 20:18:34.370239,19.3,GBP,SETTLED,CA,5411,5432106115750294,MERCH9475,AUTH939030,2026-01-04
TXN00000113,2026-01-04 15:03:37.370239,2026-01-05 00:03:37.370239,21.98,EUR,FAILED,DE,5999,5432104353689019,MERCH4937,AUTH431067,
TXN00000114,2026-01-04 15:54:08.370239,2026-01-04 17:54:08.370239,80824.0,JPY,SETTLED,AU,5999,4242426720572969,MERCH1930,AUTH532459,2026-01-04
TXN00000115,2026-01-04 16:00:43.370239,2026-01-04 18:00:43.370239,15.05,USD,SETTLED,GB,7011,3782826875597607,MERCH7620,AUTH470248,2026-01-04
TXN00000116,2026-01-04 15:42:48.370239,2026-01-05 09:42:48.370239,31.57,USD,SETTLED,US,5999,4242429115282784,MERCH6236,AUTH641593,2026-01-05
TXN00000117,2026-01-04 14:56:45.370239,2026-01-05 00:56:45.370239,19.07,USD,SETTLED,CA,5541,4242428487449580,MERCH3292,AUTH661671,2026-01-05
TXN00000118,2026-01-04 16:00:14.370239,2026-01-05 15:00:14.370239,3.48,USD,SETTLED,DE,7011,3782826955593943,MERCH1417,AUTH110195,2026-01-05
TXN00000119,2026-01-04 15:11:02.370239,2026-01-04 20:11:02.370239,111.52,EUR,SETTLED,DE,5411,4111115182110973,MERCH9148,AUTH834861,2026-01-04
TXN00000120,2026-01-04 16:21:50.370239,2026-01-05 13:21:50.370239,6205.0,JPY,FAILED,GB,7011,5432107431813987,MERCH5843,AUTH972600,
TXN00000121,2026-01-04 16:11:40.370239,2026-01-05 08:11:40.370239,65.8,USD,SETTLED,GB,5812,4242427525240100,MERCH5250,AUTH376142,2026-01-05
TXN00000122,2026-01-04 16:12:42.370239,2026-01-04 20:12:42.370239,5.13,USD,SETTLED,CA,7011,3782824440904834,MERCH7857,AUTH360316,2026-01-04
TXN00000123,2026-01-04 14:34:24.370239,2026-01-04 15:34:24.370239,164.71,USD,SETTLED,US,5999,5123458417757797,MERCH7628,AUTH401244,2026-01-04
TXN00000124,2026-01-04 14:58:02.370239,2026-01-05 09:58:02.370239,245.0,JPY,SETTLED,DE,5999,4242425633956194,MERCH7361,AUTH197527,2026-01-05
TXN00000125,2026-01-04 16:18:58.370239,2026-01-05 02:18:58.370239,48.44,USD,SETTLED,CA,5541,5432104531928910,MERCH1578,AUTH518309,2026-01-05
TXN00000126,2026-01-04 14:31:08.370239,2026-01-05 06:31:08.370239,536.83,EUR,SETTLED,AU,5541,4111117637761996,MERCH4111,AUTH806423,2026-01-05
TXN00000127,2026-01-04 16:16:40.370239,2026-01-05 08:16:40.370239,4.55,USD,SETTLED,AU,5541,4242422379592595,MERCH6622,AUTH885161,2026-01-05
TXN00000128,2026-01-04 15:09:50.370239,2026-01-05 06:09:50.370239,8.59,USD,SETTLED,CA,5411,4242425638860656,MERCH4643,AUTH960959,2026-01-05
TXN00000129,2026-01-04 15:21:32.370239,2026-01-05 02:21:32.370239,23.32,CAD,SETTLED,DE,5541,3782828133593748,MERCH9759,AUTH458605,2026-01-05
TXN00000130,2026-01-04 15:03:19.370239,2026-01-04 21:03:19.370239,9.44,CAD,PENDING,CA,5411,5123456611356986,MERCH8794,AUTH179721,
TXN00000131,2026-01-04 14:35:48.370239,2026-01-04 16:35:48.370239,1.96,USD,SETTLED,DE,5541,5123452830154607,MERCH6873,AUTH681489,2026-01-04
TXN00000132,2026-01-04 14:55:34.370239,2026-01-04 23:55:34.370239,22.26,CAD,FAILED,GB,5411,4111118257484586,MERCH9311,AUTH287155,
TXN00000133,2026-01-04 15:44:12.370239,2026-01-05 07:44:12.370239,4.08,EUR,SETTLED,CA,7011,5432106804850108,MERCH5918,AUTH599704,2026-01-05
TXN00000134,2026-01-04 16:26:25.370239,2026-01-04 20:26:25.370239,4087.0,JPY,PENDING,DE,7011,4111119771848610,MERCH3785,AUTH429119,
TXN00000135,2026-01-04 16:04:47.370239,2026-01-04 19:04:47.370239,5.06,USD,SETTLED,CA,5999,4242429581991473,MERCH3967,AUTH470711,2026-01-04
TXN00000136,2026-01-04 15:09:43.370239,2026-01-05 04:09:43.370239,205.39,EUR,SETTLED,CA,5411,4242425071218314,MERCH5813,AUTH329183,2026-01-05
TXN00000137,2026-01-04 14:55:47.370239,2026-01-05 06:55:47.370239,6.2,USD,FAILED,DE,5812,5123459912233947,MERCH2599,AUTH701581,
TXN00000138,2026-01-04 15:56:15.370239,2026-01-04 18:56:15.370239,12.39,EUR,SETTLED,DE,5999,5432108033062794,MERCH8713,AUTH382146,2026-01-04
TXN00000139,2026-01-04 15:34:55.370239,2026-01-05 10:34:55.370239,68.05,USD,FAILED,US,7011,3782823918046336,MERCH3096,AUTH291663,
TXN00000140,2026-01-04 15:20:47.370239,2026-01-05 12:20:47.370239,3.17,USD,SETTLED,CA,5411,5432105092199300,MERCH5237,AUTH882401,2026-01-05
TXN00000141,2026-01-04 15:54:32.370239,2026-01-05 13:54:32.370239,28.25,USD,SETTLED,AU,5541,4242428650676663,MERCH3999,AUTH816289,2026-01-05
TXN00000142,2026-01-04 15:29:24.370239,2026-01-04 17:29:24.370239,142.7,GBP,SETTLED,CA,5812,3782821149460439,MERCH6499,AUTH299405,2026-01-04
TXN00000143,2026-01-04 14:46:16.370239,2026-01-04 19:46:16.370239,1.8,USD,SETTLED,CA,7011,5432101288765093,MERCH2463,AUTH623238,2026-01-04
TXN00000144,2026-01-04 15:02:55.370239,2026-01-04 20:02:55.370239,26.49,EUR,SETTLED,DE,5999,5432106868336102,MERCH4641,AUTH872918,2026-01-04
TXN00000145,2026-01-04 14:45:49.370239,2026-01-05 09:45:49.370239,29.66,CAD,SETTLED,CA,5411,3782823436297208,MERCH6820,AUTH309365,2026-01-05
TXN00000146,2026-01-04 15:00:26.370239,2026-01-05 01:00:26.370239,64.89,USD,SETTLED,CA,5812,4242423598862507,MERCH4659,AUTH346269,2026-01-05
TXN00000147,2026-01-04 16:08:28.370239,2026-01-04 19:08:28.370239,3.14,EUR,SETTLED,AU,5411,5432108211516617,MERCH6031,AUTH871153,2026-01-04
TXN00000148,2026-01-04 15:43:24.370239,2026-01-04 23:43:24.370239,2.77,USD,SETTLED,DE,5541,3782829370133343,MERCH7889,AUTH353814,2026-01-04
TXN00000149,2026-01-04 15:40:21.370239,2026-01-04 19:40:21.370239,4394.0,JPY,SETTLED,CA,5999,4242426892752604,MERCH6428,AUTH378297,2026-01-04
TXN00000150,2026-01-04 15:02:38.370239,2026-01-05 09:02:38.370239,31.36,USD,SETTLED,GB,5411,3782824277422858,MERCH7089,AUTH316823,2026-01-05
TXN00000151,2026-01-04 16:08:45.370239,2026-01-05 06:08:45.370239,29.25,EUR,SETTLED,US,7011,3782823464975279,MERCH5269,AUTH340341,2026-01-05
TXN00000152,2026-01-04 15:46:34.370239,2026-01-05 11:46:34.370239,33.77,GBP,SETTLED,AU,5999,5432107568980185,MERCH5817,AUTH312616,2026-01-05
TXN00000153,2026-01-04 15:25:15.370239,2026-01-05 11:25:15.370239,724.0,JPY,SETTLED,CA,7011,4242427004510516,MERCH8598,AUTH975498,2026-01-05
TXN00000154,2026-01-04 15:46:26.370239,2026-01-05 11:46:26.370239,28.46,EUR,SETTLED,GB,5411,5432108084809436,MERCH2929,AUTH361824,2026-01-05
TXN00000155,2026-01-04 15:21:17.370239,2026-01-04 23:21:17.370239,31.17,USD,SETTLED,CA,5999,4111111487258103,MERCH8709,AUTH976960,2026-01-04
TXN00000156,2026-01-04 15:16:11.370239,2026-01-05 08:16:11.370239,6.88,EUR,FAILED,CA,7011,4111114159699467,MERCH1879,AUTH748645,
TXN00000157,2026-01-04 14:56:42.370239,2026-01-05 03:56:42.370239,32986.0,JPY,SETTLED,DE,5541,4242423412365931,MERCH2166,AUTH473321,2026-01-05
TXN00000158,2026-01-04 14:45:39.370239,2026-01-05 05:45:39.370239,40.88,EUR,SETTLED,DE,5541,3782822916728422,MERCH8736,AUTH263573,2026-01-05
TXN00000159,2026-01-04 15:36:20.370239,2026-01-05 06:36:20.370239,3.36,USD,SETTLED,DE,5411,5432103109688769,MERCH4187,AUTH916776,2026-01-05
TXN00000160,2026-01-04 15:34:08.370239,2026-01-05 01:34:08.370239,5378.0,JPY,SETTLED,GB,5999,5432101526723719,MERCH9199,AUTH211871,2026-01-05
TXN00000161,2026-01-04 14:39:10.370239,2026-01-05 09:39:10.370239,4.66,EUR,SETTLED,CA,5812,4242424662861038,MERCH2963,AUTH225701,2026-01-05
TXN00000162,2026-01-04 16:09:57.370239,2026-01-05 06:09:57.370239,65.41,EUR,SETTLED,US,5999,4242422941508568,MERCH7253,AUTH182300,2026-01-05
